# RA DEC XI ETA F475W F814W V VERR
11.41 41.914 0.543 0.647 24.409 21.724 -78.396 2.66 
11.409 41.914 0.542 0.647 25.06 22.414 -115.994 3.984 
11.406 41.919 0.54 0.652 24.935 22.189 -156.897 5.609 
11.431 41.924 0.558 0.657 24.704 21.816 -100.152 2.908 
11.402 41.932 0.536 0.665 23.975 21.561 -65.048 2.139 
11.45 41.933 0.573 0.666 24.783 21.702 -60.527 2.803 
11.451 41.933 0.574 0.666 24.532 21.392 -454.816 2.171 
11.445 41.937 0.569 0.67 24.865 22.097 -8.796 4.822 
11.436 41.944 0.562 0.677 24.223 21.288 -47.95 1.474 
11.448 41.932 0.571 0.666 24.275 21.859 -79.862 3.655 
11.197 41.874 0.384 0.606 24.355 21.779 -290.179 2.422 
11.189 41.884 0.378 0.616 24.41 21.122 -93.58 0.993 
11.202 41.89 0.387 0.622 24.414 21.613 -195.395 1.822 
11.204 41.89 0.389 0.622 24.868 21.702 -105.833 2.017 
11.163 41.901 0.358 0.632 24.005 21.486 -169.532 2.646 
11.198 41.906 0.385 0.638 24.727 21.759 -147.057 2.668 
11.159 41.917 0.355 0.649 25.05 21.652 -121.069 2.691 
11.154 41.922 0.351 0.653 23.461 21.441 -242.225 3.6 
11.167 41.924 0.361 0.656 24.449 21.111 -78.786 1.454 
11.17 41.93 0.363 0.662 23.998 21.817 -87.54 4.789 
11.157 41.932 0.353 0.663 24.635 21.347 -126.321 1.348 
11.16 41.935 0.356 0.667 23.779 21.413 -164.363 4.572 
11.19 41.939 0.378 0.671 24.45 21.513 -93.285 1.709 
11.168 41.942 0.362 0.674 23.82 20.876 -90.379 1.001 
11.164 41.946 0.359 0.677 24.372 21.713 -149.832 1.907 
11.185 41.925 0.375 0.657 24.211 21.547 -152.866 1.924 
11.201 41.849 0.387 0.581 23.208 21.084 -126.578 1.189 
11.372 41.831 0.515 0.563 23.257 20.959 -97.071 1.085 
11.366 41.876 0.51 0.609 22.851 20.952 -29.072 2.766 
11.218 41.832 0.4 0.564 24.904 22.983 -121.964 13.788 
11.235 41.849 0.412 0.581 24.466 21.095 -50.638 1.274 
11.24 41.806 0.416 0.538 23.803 20.979 -12.814 1.324 
11.208 41.848 0.392 0.58 24.848 21.553 -116.086 2.05 
11.217 41.83 0.399 0.562 24.807 21.415 -81.812 2.098 
11.244 41.808 0.419 0.54 24.587 21.355 -305.8 3.161 
11.323 41.849 0.478 0.581 24.725 22.223 -104.626 6.508 
11.358 41.85 0.504 0.583 24.689 21.283 -110.564 1.911 
11.35 41.839 0.498 0.572 24.14 21.197 -70.988 1.137 
11.311 41.85 0.469 0.583 24.606 21.262 -141.781 1.879 
11.29 41.842 0.453 0.574 25.493 22.98 -200.581 4.579 
11.312 41.844 0.47 0.577 24.491 21.213 -61.53 2.486 
11.33 41.825 0.483 0.558 23.755 20.615 -26.842 1.223 
11.308 41.817 0.467 0.549 24.61 21.237 -200.453 1.372 
11.331 41.814 0.484 0.547 24.664 21.363 -52.986 2.116 
11.236 41.854 0.413 0.586 24.978 22.265 -187.106 6.231 
11.384 41.872 0.523 0.605 23.331 20.361 -59.14 1.248 
11.383 41.872 0.523 0.605 23.07 20.806 -230.563 3.441 
11.391 41.864 0.529 0.596 24.564 21.404 -86.14 3.023 
11.393 41.865 0.53 0.598 24.586 21.528 -72.898 1.896 
11.393 41.865 0.531 0.598 26.178 23.171 -39.303 18.012 
11.214 41.832 0.397 0.564 24.008 20.795 -19.663 0.946 
11.238 41.826 0.414 0.558 24.142 21.651 -564.531 3.406 
11.205 41.845 0.39 0.577 24.624 21.626 -29.903 2.553 
11.326 41.852 0.48 0.585 23.865 21.209 -293.183 2.562 
11.303 41.851 0.463 0.584 23.652 20.942 -80.866 1.227 
11.306 41.838 0.465 0.57 23.726 21.246 -106.439 1.832 
11.365 41.829 0.509 0.562 24.029 21.755 -72.771 6.48 
11.316 41.806 0.473 0.538 24.081 21.796 -176.025 2.762 
11.369 41.83 0.513 0.562 24.203 22.006 -75.754 2.241 
11.379 41.874 0.52 0.607 23.717 21.356 -259.941 2.123 
11.187 41.866 0.376 0.598 23.028 20.156 -99.83 0.552 
11.427 41.869 0.556 0.602 26.203 23.684 -104.496 8.132 
11.262 41.796 0.432 0.529 25.019 22.52 -96.116 2.578 
11.259 41.796 0.43 0.529 24.654 21.513 18.927 3.303 
11.254 41.818 0.427 0.55 24.314 21.598 -26.102 2.539 
11.134 41.848 0.336 0.58 24.225 21.088 -138.217 1.211 
11.27 41.81 0.438 0.542 25.114 21.812 -185.494 3.06 
11.27 41.81 0.439 0.542 25.157 22.791 -51.222 7.163 
11.257 41.815 0.429 0.547 24.008 21.134 -41.952 1.598 
11.258 41.815 0.429 0.547 25.154 22.519 -110.267 11.506 
11.263 41.824 0.433 0.557 25.218 22.798 -151.399 11.667 
11.274 41.837 0.441 0.57 23.859 20.695 -44.694 0.94 
11.266 41.844 0.435 0.576 23.485 20.988 -106.685 4.385 
11.272 41.847 0.44 0.58 25.316 22.609 -156.949 3.501 
11.395 41.804 0.532 0.537 24.073 21.825 -6.272 3.408 
11.457 41.798 0.578 0.532 23.949 21.298 -88.808 1.894 
11.456 41.798 0.578 0.531 24.715 21.976 -89.112 5.552 
11.465 41.801 0.584 0.534 23.948 21.498 -532.093 3.396 
11.442 41.801 0.567 0.535 24.303 21.387 -249.638 2.53 
11.409 41.804 0.542 0.537 24.328 21.761 -102.995 3.431 
11.437 41.808 0.563 0.541 24.572 22.3 -50.358 9.763 
11.452 41.808 0.574 0.541 24.315 21.289 -398.254 1.653 
11.469 41.809 0.588 0.542 24.04 20.772 -59.389 1.84 
11.466 41.834 0.585 0.567 24.383 21.451 4.927 2.666 
11.449 41.839 0.572 0.572 24.302 21.04 -214.319 1.58 
11.45 41.839 0.573 0.572 25.044 21.651 -87.463 3.107 
11.412 41.839 0.544 0.572 24.015 21.077 -59.35 1.495 
11.459 41.84 0.58 0.573 23.733 21.149 -59.726 1.216 
11.454 41.841 0.576 0.574 24.17 21.059 -321.408 1.269 
11.455 41.841 0.577 0.574 24.035 21.655 -454.607 3.176 
11.447 41.843 0.571 0.576 24.557 21.338 -86.534 1.86 
11.423 41.847 0.553 0.58 24.974 22.314 -37.259 6.237 
11.417 41.853 0.548 0.586 24.574 21.727 -34.115 2.442 
11.414 41.855 0.546 0.588 25.079 22.571 -127.036 14.621 
11.432 41.859 0.559 0.592 24.731 22.121 -78.603 5.219 
11.401 41.874 0.536 0.607 25.713 23.457 -127.985 4.426 
11.471 41.802 0.589 0.536 24.593 21.206 -196.019 3.174 
11.471 41.802 0.589 0.536 25.141 21.841 -112.461 5.263 
11.468 41.815 0.586 0.549 23.605 20.898 -227.718 2.291 
11.42 41.809 0.551 0.542 24.519 21.567 -204.828 3.292 
11.126 41.853 0.33 0.584 24.105 22.055 -128.677 1.816 
11.178 41.853 0.369 0.585 24.493 21.398 -53.946 1.306 
11.131 41.855 0.334 0.586 23.418 21.231 -152.62 1.228 
11.192 41.862 0.38 0.594 24.406 21.649 -172.164 2.33 
11.148 41.863 0.347 0.594 25.061 21.755 -100.523 6.448 
11.15 41.866 0.348 0.598 23.897 20.88 -170.124 2.286 
11.171 41.868 0.364 0.6 24.605 21.604 -115.363 1.955 
11.143 41.801 0.343 0.533 24.055 21.142 -263.612 2.009 
11.136 41.806 0.338 0.538 24.338 21.218 -142.513 1.655 
11.136 41.806 0.338 0.538 25.604 23.391 -144.282 6.655 
11.167 41.808 0.361 0.54 23.822 21.386 -358.507 2.392 
11.168 41.808 0.362 0.54 24.762 21.853 8.067 7.212 
11.184 41.808 0.374 0.54 24.794 22.123 -89.923 3.504 
11.186 41.808 0.375 0.54 25.034 21.779 -25.485 3.096 
11.166 41.81 0.36 0.542 24.338 21.643 -175.864 6.07 
11.112 41.812 0.32 0.544 23.089 20.751 -252.007 1.894 
11.163 41.819 0.358 0.551 24.193 21.336 -482.575 1.766 
11.158 41.825 0.355 0.557 24.233 20.898 -36.642 1.32 
11.151 41.826 0.349 0.558 24.558 21.44 -55.461 2.045 
11.172 41.828 0.365 0.56 23.923 21.377 -206.093 2.558 
11.16 41.829 0.356 0.56 24.033 21.532 -145.502 2.236 
11.146 41.829 0.345 0.561 23.909 21.624 -299.989 3.064 
11.127 41.829 0.331 0.561 23.352 21.476 -120.282 1.578 
11.129 41.833 0.332 0.564 24.876 21.664 -65.172 2.15 
11.161 41.836 0.357 0.568 24.952 22.352 -55.778 2.641 
11.168 41.839 0.362 0.571 23.756 21.013 -204.288 1.86 
11.11 41.841 0.319 0.573 24.508 21.288 -126.826 1.894 
11.11 41.841 0.318 0.573 24.966 22.34 -124.182 16.048 
11.116 41.842 0.323 0.574 23.884 21.666 -74.842 3.167 
11.115 41.845 0.322 0.577 25.529 23.458 -195.657 4.624 
11.183 41.845 0.373 0.577 23.383 20.702 -17.51 1.024 
11.144 41.858 0.344 0.589 23.45 20.866 -130.171 0.926 
11.156 41.865 0.353 0.597 24.753 21.671 -219.691 1.671 
11.176 41.847 0.368 0.579 24.311 21.279 -47.408 1.36 
11.121 41.814 0.327 0.546 25.909 23.985 -278.557 10.861 
11.665 42.246 0.732 0.981 23.101 20.756 -109.849 2.525 
11.606 42.241 0.688 0.975 23.017 21.061 -60.641 2.077 
11.576 42.247 0.666 0.981 23.514 21.607 -72.408 4.054 
11.666 42.245 0.733 0.98 24.455 21.119 -537.465 1.789 
11.668 42.241 0.735 0.976 24.412 21.303 -300.587 1.991 
11.672 42.239 0.737 0.974 24.706 21.327 -33.527 1.875 
11.644 42.227 0.716 0.962 24.859 21.512 -120.117 2.054 
11.67 42.246 0.736 0.981 24.649 21.482 -19.606 2.035 
11.683 42.229 0.746 0.964 24.685 21.631 -87.544 3.005 
11.636 42.23 0.71 0.965 24.756 21.354 -108.879 2.697 
11.613 42.232 0.694 0.966 24.429 21.25 -37.659 2.268 
11.618 42.239 0.697 0.973 24.962 22.209 -130.167 8.193 
11.637 42.238 0.711 0.973 24.282 21.499 -37.793 2.72 
11.594 42.232 0.679 0.966 25.917 22.811 -33.217 7.086 
11.642 42.235 0.715 0.97 24.906 21.55 -115.809 3.086 
11.559 42.238 0.653 0.972 23.885 21.952 -50.133 4.768 
11.588 42.244 0.674 0.978 24.76 21.529 -92.561 2.475 
11.555 42.232 0.65 0.966 24.814 21.5 -205.867 2.169 
11.566 42.229 0.658 0.963 24.589 21.434 -127.793 2.374 
11.687 42.228 0.749 0.963 23.991 21.577 -474.113 2.625 
11.634 42.232 0.709 0.967 23.085 20.85 -58.791 1.438 
11.573 42.233 0.663 0.967 23.635 21.289 -60.082 2.331 
11.602 42.232 0.685 0.967 23.905 21.577 -86.108 2.82 
11.682 42.228 0.744 0.963 23.043 20.45 -189.151 1.526 
11.715 42.234 0.77 0.969 24.306 21.032 -58.601 1.862 
11.774 42.236 0.813 0.972 23.87 20.966 -17.284 1.564 
11.755 42.239 0.799 0.975 24.168 21.313 -33.944 2.505 
11.814 42.239 0.843 0.975 23.956 21.01 -47.218 1.835 
11.697 42.241 0.756 0.976 24.601 21.354 -70.597 1.652 
11.804 42.242 0.836 0.978 24.645 21.34 -75.902 1.75 
11.763 42.243 0.805 0.979 24.328 21.496 -113.567 2.413 
11.728 42.244 0.779 0.98 24.224 21.401 -100.82 2.752 
11.714 42.245 0.769 0.981 24.26 21.135 -67.963 1.891 
11.708 42.246 0.764 0.981 24.092 20.93 -31.154 1.76 
11.753 42.249 0.798 0.985 24.422 21.098 -71.737 1.794 
11.84 42.249 0.863 0.985 24.454 21.328 -24.959 2.08 
11.789 42.25 0.825 0.986 24.658 22.147 -166.289 4.478 
11.797 42.251 0.831 0.987 24.014 21.248 -42.844 2.104 
11.812 42.251 0.842 0.987 24.309 21.59 -93.856 3.511 
11.796 42.252 0.83 0.989 23.948 20.999 -111.534 1.802 
11.74 42.256 0.788 0.992 24.946 22.113 -299.594 7.725 
11.77 42.257 0.81 0.993 24.72 21.523 -50.054 2.63 
11.771 42.257 0.811 0.993 24.544 21.622 -131.699 3.534 
11.839 42.257 0.862 0.994 24.681 21.527 -247.952 3.181 
11.746 42.258 0.793 0.994 24.024 21.308 -100.061 2.793 
11.793 42.259 0.828 0.995 24.257 21.233 -258.171 2.043 
11.768 42.261 0.809 0.997 24.084 21.026 -126.803 1.536 
11.784 42.262 0.821 0.998 23.71 20.67 -165.807 1.596 
11.639 42.263 0.713 0.998 24.219 21.027 -48.295 1.243 
11.749 42.263 0.795 0.999 24.337 21.769 -43.109 3.845 
11.846 42.263 0.867 0.999 24.405 21.127 -57.781 1.598 
11.731 42.265 0.781 1.0 24.083 21.246 -81.177 2.249 
11.773 42.269 0.812 1.005 24.526 21.496 -101.729 2.539 
11.72 42.273 0.773 1.009 24.538 21.865 -94.832 2.866 
11.829 42.273 0.855 1.009 24.597 21.299 -23.726 2.165 
11.702 42.275 0.759 1.01 24.364 21.802 -45.572 4.254 
11.837 42.275 0.861 1.012 24.111 20.929 -248.557 1.679 
11.78 42.276 0.817 1.012 24.519 22.02 -273.344 3.342 
11.745 42.277 0.792 1.013 24.009 20.711 -325.571 1.253 
11.825 42.277 0.851 1.013 24.086 21.657 -178.084 2.688 
11.794 42.278 0.828 1.014 24.437 21.613 -58.19 3.995 
11.801 42.278 0.834 1.014 24.593 21.713 -133.901 3.927 
11.811 42.278 0.841 1.014 24.67 21.59 -146.442 2.396 
11.792 42.28 0.826 1.016 24.569 21.531 -42.358 3.098 
11.759 42.281 0.802 1.017 24.235 21.814 -136.685 4.028 
11.756 42.282 0.8 1.017 24.535 21.578 -121.64 2.264 
11.734 42.284 0.783 1.02 24.187 20.844 -375.144 1.594 
11.803 42.284 0.835 1.021 22.806 20.659 -282.269 2.617 
11.807 42.285 0.838 1.021 24.158 20.901 -109.506 1.681 
11.748 42.286 0.794 1.021 24.473 21.531 -57.794 2.645 
11.833 42.285 0.857 1.022 24.27 21.562 -53.279 2.921 
11.757 42.288 0.801 1.024 24.874 21.813 -172.352 3.894 
11.848 42.29 0.869 1.026 24.249 21.418 -45.464 2.844 
11.844 42.29 0.866 1.027 24.174 21.686 -52.559 5.176 
11.824 42.293 0.85 1.03 24.1 21.442 -98.937 3.556 
11.832 42.299 0.856 1.036 24.265 21.108 -245.356 3.02 
11.596 42.307 0.68 1.041 21.564 18.911 -89.831 0.358 
11.798 42.306 0.831 1.042 24.32 21.323 -131.985 2.882 
11.766 42.239 0.807 0.975 24.33 21.006 -101.701 1.572 
11.826 42.249 0.852 0.986 24.289 21.711 -46.604 4.202 
11.847 42.268 0.868 1.004 24.654 21.624 -37.855 3.045 
10.99 41.703 0.229 0.434 23.707 21.588 -568.119 4.713 
11.006 41.628 0.241 0.359 23.716 21.574 -83.467 2.32 
11.016 41.634 0.248 0.365 23.183 21.036 -142.932 7.594 
11.019 41.663 0.251 0.395 23.045 20.937 -90.17 4.102 
11.021 41.622 0.252 0.353 22.932 20.588 -239.037 2.529 
11.024 41.622 0.254 0.353 22.923 20.66 -64.023 1.356 
11.03 41.612 0.259 0.343 22.99 20.898 -91.365 1.297 
11.03 41.66 0.259 0.391 23.258 20.896 -101.427 1.234 
11.034 41.697 0.262 0.429 23.08 20.609 -312.219 2.421 
11.034 41.697 0.262 0.428 24.034 21.084 -148.624 6.538 
11.034 41.697 0.262 0.428 25.044 22.694 -171.819 6.873 
11.044 41.612 0.27 0.343 22.815 20.846 -55.104 1.456 
11.047 41.637 0.272 0.368 22.996 20.836 -106.398 1.385 
11.052 41.605 0.275 0.336 23.219 20.966 -129.585 2.668 
11.054 41.656 0.277 0.387 23.111 20.917 -119.488 1.977 
11.054 41.652 0.277 0.383 22.968 20.778 -79.427 1.848 
11.059 41.605 0.281 0.336 23.22 20.829 -160.855 5.447 
11.065 41.663 0.285 0.395 23.161 21.13 -567.56 4.815 
11.072 41.634 0.29 0.366 23.577 21.355 -364.571 3.204 
11.076 41.663 0.293 0.394 23.152 20.625 -84.188 0.973 
11.086 41.651 0.301 0.383 23.28 21.116 -64.123 2.635 
11.091 41.644 0.305 0.376 23.045 20.721 -79.42 1.096 
11.092 41.631 0.305 0.363 23.012 20.656 -376.433 2.334 
11.096 41.573 0.309 0.304 23.449 21.21 -211.821 6.805 
11.096 41.572 0.309 0.304 25.129 22.198 -39.362 5.101 
11.096 41.573 0.308 0.304 24.728 21.83 -120.722 4.307 
11.106 41.564 0.316 0.295 23.245 20.876 -318.252 2.604 
11.108 41.599 0.318 0.33 22.989 20.607 -61.437 1.091 
11.108 41.572 0.318 0.304 23.324 20.956 -42.201 1.755 
11.111 41.622 0.32 0.354 23.116 20.89 -375.091 2.836 
11.13 41.559 0.334 0.29 22.851 20.589 -403.842 1.916 
11.134 41.528 0.337 0.26 22.834 20.647 -313.825 3.756 
11.136 41.57 0.338 0.301 23.169 20.818 -320.941 1.899 
11.138 41.55 0.34 0.282 23.584 21.353 -268.018 3.373 
11.148 41.568 0.347 0.3 23.317 20.926 -354.319 1.843 
11.154 41.554 0.352 0.286 23.003 20.679 -255.45 3.285 
10.974 41.656 0.217 0.387 23.593 21.201 -213.733 5.683 
10.977 41.674 0.219 0.405 23.601 21.129 -324.606 3.827 
10.983 41.685 0.224 0.416 24.473 21.128 -64.368 3.276 
10.988 41.681 0.228 0.412 24.606 21.236 -143.244 2.554 
11.0 41.687 0.236 0.418 24.638 21.58 -186.801 3.656 
11.001 41.697 0.237 0.428 24.228 20.865 -217.716 2.885 
11.001 41.694 0.237 0.425 24.766 21.652 -206.673 3.482 
11.003 41.686 0.239 0.418 23.92 20.76 -561.134 1.985 
11.01 41.703 0.244 0.434 24.58 21.189 -223.233 1.858 
11.024 41.702 0.254 0.433 23.794 21.06 -141.584 2.746 
11.027 41.69 0.257 0.421 24.642 21.478 -213.28 8.208 
11.028 41.643 0.257 0.375 23.871 20.945 -460.824 2.272 
11.03 41.67 0.259 0.402 23.925 21.179 -553.824 2.711 
11.034 41.638 0.262 0.369 23.896 20.837 -74.504 1.555 
11.035 41.71 0.263 0.442 23.089 20.806 -171.349 2.441 
11.036 41.678 0.263 0.41 24.422 21.338 -211.173 4.832 
11.043 41.609 0.269 0.34 23.824 21.509 -350.363 5.569 
11.044 41.639 0.27 0.37 24.341 21.307 -3.881 3.287 
11.046 41.638 0.271 0.369 24.61 21.435 -100.197 3.327 
11.048 41.695 0.272 0.426 23.553 20.885 -213.505 2.997 
11.048 41.695 0.272 0.427 25.683 22.456 -58.809 9.308 
11.054 41.611 0.277 0.342 23.226 20.628 -371.606 1.737 
11.06 41.677 0.281 0.408 24.646 22.017 -131.291 11.1 
11.062 41.642 0.283 0.374 23.968 21.404 -242.022 3.283 
11.066 41.682 0.286 0.414 24.062 21.246 -146.727 4.62 
11.079 41.636 0.295 0.367 23.877 21.209 -55.588 2.622 
11.082 41.562 0.298 0.293 23.669 21.188 -386.734 2.158 
11.094 41.555 0.307 0.287 23.033 21.046 -135.542 2.144 
11.094 41.561 0.307 0.293 23.456 21.009 -234.126 2.663 
11.098 41.643 0.31 0.374 23.627 21.33 -53.866 2.85 
11.1 41.539 0.312 0.271 25.091 21.654 -181.489 4.965 
11.1 41.55 0.312 0.281 23.443 21.066 -138.062 9.855 
11.1 41.549 0.312 0.281 24.592 21.693 -202.857 7.371 
11.101 41.549 0.312 0.281 24.241 22.019 -134.363 6.008 
11.104 41.639 0.315 0.371 23.851 20.981 -133.831 2.466 
11.104 41.628 0.315 0.36 24.882 22.062 -56.889 8.715 
11.125 41.546 0.33 0.277 23.203 20.597 -407.279 2.714 
11.126 41.541 0.331 0.272 23.593 20.738 -191.864 2.08 
11.127 41.54 0.332 0.271 23.189 20.774 -394.575 1.077 
11.131 41.54 0.335 0.271 23.209 20.775 -166.024 2.24 
11.132 41.57 0.336 0.301 23.82 21.611 -68.5 2.317 
11.143 41.526 0.344 0.257 24.347 21.104 -213.827 2.31 
11.149 41.536 0.348 0.268 24.219 21.144 -274.024 1.692 
11.15 41.573 0.349 0.304 23.635 20.704 -76.804 0.592 
11.157 41.549 0.354 0.281 23.498 21.193 -295.925 3.144 
11.161 41.537 0.358 0.269 23.634 21.113 -352.432 3.387 
11.162 41.563 0.358 0.295 24.288 21.703 -34.757 5.226 
11.177 41.545 0.369 0.276 23.714 20.986 -109.436 3.252 
11.181 41.54 0.372 0.272 24.085 20.907 -144.497 1.685 
11.115 41.506 0.323 0.238 25.212 22.958 -18.062 4.633 
11.115 41.506 0.323 0.238 24.758 21.834 -160.982 4.174 
11.118 41.501 0.325 0.232 23.492 21.202 -153.746 3.064 
11.126 41.503 0.331 0.235 23.677 20.954 -184.068 2.982 
11.128 41.514 0.333 0.245 23.622 21.347 -216.104 4.52 
11.141 41.516 0.342 0.247 24.231 21.494 -409.877 3.762 
11.141 41.515 0.343 0.247 25.291 22.525 -318.278 3.608 
11.141 41.506 0.342 0.238 24.146 20.814 -239.655 2.684 
11.141 41.506 0.343 0.237 24.125 21.398 -224.877 4.98 
11.152 41.519 0.351 0.251 23.233 20.814 -209.341 2.02 
11.153 41.481 0.351 0.212 23.303 21.249 -182.55 3.2 
11.153 41.48 0.352 0.212 22.069 20.297 -234.604 3.21 
11.158 41.502 0.355 0.234 22.957 20.684 -407.268 3.057 
11.16 41.472 0.357 0.204 23.401 21.016 -295.451 3.576 
11.16 41.488 0.357 0.22 23.371 20.717 -265.711 2.571 
11.161 41.5 0.358 0.232 23.699 20.685 -7.063 2.136 
11.162 41.494 0.358 0.225 25.646 22.246 -166.497 5.086 
11.163 41.517 0.359 0.249 23.616 21.102 -555.114 7.313 
11.168 41.478 0.363 0.21 24.059 21.383 -73.901 1.782 
11.17 41.518 0.364 0.249 25.416 23.51 -171.562 11.005 
11.172 41.522 0.366 0.254 24.638 21.78 -50.154 2.525 
11.172 41.506 0.366 0.238 23.615 20.626 -89.08 2.039 
11.174 41.527 0.367 0.258 23.557 20.966 -220.538 3.435 
11.173 41.527 0.367 0.259 25.103 22.174 -271.234 18.447 
11.174 41.488 0.367 0.22 23.822 20.725 -165.942 1.882 
11.176 41.492 0.369 0.224 23.04 20.568 -369.563 2.677 
11.177 41.498 0.37 0.23 24.407 21.055 -37.545 1.965 
11.184 41.516 0.375 0.248 23.291 21.082 -199.328 1.997 
11.188 41.523 0.378 0.255 23.467 20.674 -229.56 2.044 
11.191 41.489 0.38 0.221 23.832 21.608 -201.998 3.32 
11.19 41.49 0.38 0.222 25.686 22.714 -185.344 5.846 
11.192 41.51 0.38 0.242 23.896 21.066 -173.328 1.834 
11.199 41.512 0.386 0.244 24.724 21.337 -219.072 3.493 
11.2 41.507 0.387 0.239 23.636 21.029 -164.768 3.447 
11.005 41.663 0.24 0.394 25.2 21.946 -78.952 2.721 
11.108 41.589 0.318 0.321 21.818 18.665 -72.68 0.465 
11.153 41.567 0.351 0.299 24.056 20.878 -158.415 2.953 
11.082 41.572 0.298 0.303 25.944 23.347 -204.355 3.978 
11.122 41.547 0.328 0.279 24.557 21.913 -69.01 4.121 
11.114 41.616 0.322 0.347 25.592 22.277 10.924 6.682 
11.102 41.563 0.313 0.294 21.014 18.678 -57.269 0.235 
11.117 41.596 0.324 0.328 22.086 19.177 -71.711 0.346 
11.582 42.148 0.671 0.882 23.279 21.008 -129.677 6.049 
11.591 42.22 0.677 0.954 23.354 21.325 -71.842 2.285 
11.615 42.157 0.695 0.891 22.807 20.649 -39.657 1.451 
11.62 42.21 0.699 0.944 23.622 21.66 -87.045 6.096 
11.649 42.21 0.721 0.944 23.648 21.85 -42.954 5.603 
11.653 42.192 0.723 0.927 23.595 21.359 -230.571 2.998 
11.665 42.246 0.732 0.981 23.101 20.756 -96.117 1.642 
11.671 42.255 0.736 0.99 22.922 20.711 -63.608 1.115 
11.718 42.273 0.772 1.008 23.872 21.945 -54.316 3.449 
11.72 42.244 0.773 0.979 23.228 21.241 -260.397 3.068 
11.721 42.257 0.774 0.992 23.626 21.624 -39.132 2.683 
11.722 42.324 0.774 1.059 23.89 21.884 -245.805 -299800.0 
11.797 42.323 0.83 1.059 23.428 21.307 -99.168 2.231 
11.806 42.309 0.837 1.045 23.476 21.205 -69.561 2.292 
11.809 42.304 0.839 1.04 23.622 21.688 -56.446 2.938 
11.814 42.318 0.843 1.054 23.594 21.807 -84.835 3.785 
11.549 42.164 0.646 0.898 23.765 21.37 -161.558 2.813 
11.576 42.198 0.665 0.933 23.959 20.958 -80.502 1.717 
11.585 42.138 0.673 0.873 23.971 21.126 -119.458 2.843 
11.588 42.184 0.675 0.918 24.105 21.906 -23.286 3.244 
11.591 42.13 0.678 0.864 24.295 21.046 -156.038 2.854 
11.592 42.135 0.678 0.869 23.871 20.942 -108.807 2.43 
11.592 42.218 0.678 0.952 24.065 21.598 -166.783 3.24 
11.593 42.151 0.678 0.885 23.613 21.106 -144.826 2.732 
11.596 42.213 0.681 0.948 24.109 21.465 -106.617 1.814 
11.599 42.216 0.683 0.95 23.44 20.909 -56.563 1.511 
11.601 42.141 0.685 0.876 24.058 21.657 -152.422 4.259 
11.602 42.165 0.685 0.9 23.391 20.711 -314.704 2.56 
11.606 42.145 0.688 0.88 23.866 21.682 -84.695 4.225 
11.606 42.167 0.688 0.901 24.227 21.719 -51.289 3.313 
11.611 42.214 0.692 0.949 23.678 21.479 -50.753 2.172 
11.615 42.173 0.695 0.908 23.828 21.34 -102.087 2.056 
11.627 42.171 0.704 0.906 23.782 21.372 -124.797 2.986 
11.628 42.188 0.705 0.923 23.953 21.859 -45.951 3.26 
11.632 42.225 0.707 0.96 23.465 21.104 -39.218 2.165 
11.633 42.235 0.708 0.97 23.738 20.933 -507.698 2.153 
11.638 42.198 0.712 0.932 24.181 21.974 -146.086 6.753 
11.639 42.191 0.713 0.926 23.483 20.874 -110.778 1.43 
11.642 42.175 0.715 0.91 23.683 21.317 -456.146 3.944 
11.642 42.224 0.715 0.959 24.047 21.111 -347.679 2.37 
11.65 42.168 0.721 0.903 23.583 20.969 -55.71 1.415 
11.65 42.229 0.721 0.964 23.999 21.44 -138.781 3.137 
11.653 42.19 0.723 0.925 23.323 20.836 -43.657 1.083 
11.656 42.223 0.726 0.958 23.936 20.98 -66.267 2.004 
11.662 42.193 0.73 0.928 23.928 21.431 -137.325 2.375 
11.668 42.235 0.734 0.97 23.547 21.004 -98.622 1.918 
11.668 42.184 0.734 0.919 24.155 21.817 -511.335 3.071 
11.674 42.178 0.739 0.913 23.933 20.814 -75.053 1.003 
11.679 42.269 0.743 1.004 24.103 21.481 -331.733 2.882 
11.68 42.193 0.744 0.928 23.695 21.254 -32.517 1.622 
11.684 42.199 0.746 0.934 24.037 20.749 -81.441 1.977 
11.692 42.203 0.753 0.938 23.808 20.899 -107.652 1.692 
11.692 42.257 0.753 0.992 23.988 21.042 -45.125 1.711 
11.694 42.284 0.754 1.019 23.976 20.969 -156.782 1.909 
11.698 42.197 0.757 0.932 24.319 21.917 -39.73 2.733 
11.699 42.285 0.757 1.02 24.105 21.01 -110.159 2.214 
11.703 42.308 0.76 1.043 24.264 21.767 -272.369 4.422 
11.703 42.247 0.761 0.982 23.516 20.815 -495.365 1.816 
11.704 42.311 0.761 1.046 23.57 20.749 -122.496 1.75 
11.705 42.308 0.761 1.043 24.022 21.12 -89.439 2.088 
11.706 42.277 0.762 1.012 24.294 21.769 -194.986 3.351 
11.72 42.247 0.773 0.982 23.952 21.007 -206.216 1.905 
11.72 42.26 0.773 0.995 23.983 21.746 -395.574 4.23 
11.729 42.271 0.779 1.007 24.336 21.936 -108.495 3.906 
11.734 42.281 0.784 1.017 23.937 21.108 -44.231 1.813 
11.735 42.27 0.784 1.005 24.08 20.809 -55.457 1.231 
11.736 42.274 0.785 1.01 23.928 21.435 -499.655 2.515 
11.737 42.285 0.786 1.02 24.204 21.839 -53.789 3.238 
